Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,79.47,3,0.0,22.2516
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,10.08,6,0.0,5.04
First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,1552.831,7,0.15,200.9546
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,137.24,5,0.2,46.3185
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,36.51,1,0.0,15.6993
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,239.976,3,0.2,80.9919
Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,120.712,1,0.2,-18.1068
Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,32.75,5,0.0,15.065
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,176.04,4,0.0,45.7704
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,16.02,9,0.0,4.4856
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,185.92,4,0.2,62.748
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,211.168,4,0.2,15.8376
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,479.984,2,0.2,59.998
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,7.86,2,0.0,3.6156
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,24.448,2,0.2,8.8624
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,5.76,2,0.0,2.8224
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.68,6,0.0,4.3368
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1115.91,9,0.0,200.8638
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,128.744,7,0.2,-28.9674
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,79.92,10,0.2,26.973
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0.0,7.986
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,359.976,3,0.2,130.4913
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,211.84,8,0.0,76.2624
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.52,5,0.2,2.632
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.96,2,0.0,5.8604
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,629.064,3,0.2,31.4532
Standard Class,Corporate,United States,Coachella,California,92236,West,Office Supplies,Storage,63.56,2,0.0,3.178
Standard Class,Corporate,United States,Coachella,California,92236,West,Technology,Accessories,99.99,1,0.0,43.9956
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Labels,58.48,8,0.0,27.4856
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,17.48,2,0.0,8.2156
Standard Class,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,29.12,5,0.2,9.828
First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,217.584,2,0.2,-29.9178
First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,82.95,5,0.0,29.0325
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,87.71,7,0.0,41.2237
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1101.48,4,0.0,429.5772
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,1322.352,3,0.2,-99.1764
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,90.24,6,0.0,41.5104
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,64.17,3,0.0,18.6093
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,124.46,2,0.0,58.4962
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,9.584,1,0.2,3.3544
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,7.38,2,0.0,3.4686
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,53.72,4,0.0,15.0416
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,8187.65,5,0.0,327.506
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,77.92,8,0.0,34.2848
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,196.776,3,0.2,14.7582
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,479.94,6,0.0,52.7934
First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,46.32,4,0.0,18.0648
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,1348.704,6,0.2,-219.1644
Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,700.152,3,0.2,78.7671
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,205.92,4,0.0,2.0592
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,102.833,1,0.15,-6.049
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,5.98,1,0.0,1.0166
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,246.168,3,0.2,21.5397
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,16.99,1,0.0,4.9271
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,41.568,2,0.2,2.598
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,230.28,3,0.2,23.028
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.288,6,0.2,5.715
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.78,2,0.0,2.7166
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,121.68,13,0.2,38.025
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,323.1,2,0.0,61.389
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,424.9575,5,0.15,19.998
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,40.784,1,0.2,4.5882
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,105.96,4,0.0,29.6688
Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,166.44,3,0.0,79.8912
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,312.552,9,0.2,101.5794
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,15.7,5,0.0,7.065
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,227.36,7,0.0,81.8496
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,1919.976,3,0.2,215.9973
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,124.36,2,0.0,33.5772
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5,0.0,6.7915
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,95.648,2,0.2,31.0856
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,35.34,2,0.0,13.4292
Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,257.64,6,0.0,100.4796
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,125.976,3,0.2,47.241
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11,0.0,110.0528
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,225.296,2,0.2,22.5296
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0.0,2.224
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,323.37,3,0.0,129.348
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,783.96,5,0.2,68.5965
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1447.65,5,0.0,419.8185
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2,0.0,5.8604
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,0.99,1,0.0,0.4356
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,101.84,5,0.2,36.917
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,154.44,3,0.0,1.5444
Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,195.466,2,0.15,-13.7976
First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,601.536,4,0.2,0.0
First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,7.9,2,0.0,2.528
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,438.368,4,0.2,38.3572
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,18.088,7,0.2,6.5569
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,308.499,3,0.15,-18.147
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3,0.0,5.778
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.68,6,0.0,11.556
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352
First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.776,3,0.2,7.4694
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1,0.0,2.8314
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.6,5,0.2,39.52
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.136,4,0.2,100.196
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0.0,8.4888
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7,0.0,22.6233
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3,0.0,15.4752
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4,0.0,9.2568
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1,0.0,1.7466
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0.0,24.3384
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.568,2,0.2,-5.7588
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.488,7,0.2,76.0116
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0.0,2.2272
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.456,2,0.2,5.8914
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3,0.0,1.7901
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.4,5,0.0,15.552
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0.0,6.465
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.608,2,0.2,2.2302
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.2,2.73
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.784,1,0.2,10.8588
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,305.01,9,0.0,76.2525
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,18.7,1,0.0,7.106
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,38.29,7,0.0,16.4647
Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,26.25,3,0.0,11.025
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,64.96,14,0.2,22.736
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0.0,20.539
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,19.936,4,0.2,7.2268
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,45.92,4,0.0,21.5824
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,81.568,2,0.2,9.1764
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,97.184,2,0.2,6.074
Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,24.32,5,0.2,8.208
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0.0,7.584
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,12.99,1,0.0,0.7794
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,18.56,4,0.2,6.496
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,449.15,5,0.0,8.983
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,31.248,7,0.2,10.9368
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,55.36,4,0.2,18.684
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384
Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables,171.288,3,0.2,-6.4233
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2,0.0,10.8682
Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs,2054.272,8,0.2,256.784
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.96,2,0.0,4.3008
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,31.5,10,0.0,15.12
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0.0,10.3904
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,24.368,2,0.2,-3.3506
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,114.46,2,0.0,28.615
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,120.666,2,0.15,18.4548
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,31.84,8,0.0,10.5072
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Home Office,United States,Apple Valley,California,92307,West,Technology,Phones,43.176,3,0.2,15.1116
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,44.46,2,0.0,14.6718
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Chairs,241.568,2,0.2,18.1176
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,395.0,5,0.0,39.5
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,627.168,4,0.2,70.5564
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5,0.0,10.368
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,15.56,2,0.0,7.3132
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,78.35,5,0.0,36.8245
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,59.52,3,0.0,15.4752
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,38.52,9,0.0,17.334
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,239.984,2,0.2,23.9984
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.35,3,0.0,9.4815
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.8
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,601.536,8,0.2,60.1536
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,10.99,1,0.0,4.2861
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,39.88,2,0.0,11.1664
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,62.24,8,0.0,28.008
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,53.2,5,0.0,14.896
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,39.84,8,0.0,18.3264
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Accessories,349.95,5,0.0,118.983
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Phones,377.928,9,0.2,141.723
First Class,Consumer,United States,San Mateo,California,94403,West,Office Supplies,Labels,75.18,6,0.0,35.3346
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3,0.0,52.4895
First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,3.984,1,0.2,1.3944
First Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,99.98,2,0.0,7.9984
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,733.95,7,0.0,352.296
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,241.44,3,0.0,72.432
Second Class,Corporate,United States,Visalia,California,93277,West,Technology,Accessories,7.92,8,0.0,3.4848
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,203.92,5,0.2,22.941
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Phones,494.376,3,0.2,49.4376
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,248.85,5,0.0,27.3735
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136
Same Day,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,1919.976,3,0.2,215.9973
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,603.92,5,0.2,45.294
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Art,17.12,4,0.0,4.9648
First Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,431.968,4,0.2,37.7972
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Tables,568.728,3,0.2,28.4364
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Binders,117.144,9,0.2,42.4647
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Appliances,203.52,3,0.0,54.9504
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Labels,51.75,5,0.0,24.84
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5,0.0,13.208
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Bookcases,435.999,3,0.15,20.5176
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,83.984,2,0.2,31.494
First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6,0.2,9.0384
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,160.96,2,0.0,48.288
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,77.88,2,0.0,3.894
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,65.79,9,0.0,30.2634
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,271.984,2,0.2,88.3948
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,11.76,4,0.0,3.1752
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,77.52,2,0.0,37.9848
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,48.64,2,0.2,15.808
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,262.24,2,0.0,78.672
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,182.72,8,0.0,84.0512
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,131.6,7,0.0,7.896
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,22.72,4,0.2,7.384
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Machines,558.4,2,0.2,41.88
First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Storage,29.79,3,0.0,8.6391
First Class,Consumer,United States,Inglewood,California,90301,West,Furniture,Furnishings,128.9,2,0.0,15.468
First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Paper,60.12,9,0.0,28.8576
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,4.304,1,0.2,1.5602
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,27.264,2,0.2,8.8608
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Appliances,56.65,5,0.0,24.3595
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,14.97,1,0.0,4.1916
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,16.74,2,0.0,4.3524
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Art,8.56,2,0.0,2.4824
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,45.36,7,0.0,21.7728
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,1421.664,6,0.2,-195.4788
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Tables,513.024,2,0.2,12.8256
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,487.92,6,0.0,136.6176
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,15.24,5,0.2,5.334
Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,12.832,2,0.2,4.3308
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,116.0,8,0.0,29.0
Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,38.24,4,0.2,-9.56
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,287.968,4,0.2,97.1892
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,13.12,4,0.0,3.8048
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,10.75,5,0.0,3.5475
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,11.62,2,0.0,3.6022
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,330.4,2,0.0,85.904
Second Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,604.752,6,0.2,37.797
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,45.36,7,0.0,21.7728
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,10.128,2,0.2,3.6714
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,21.792,4,0.2,7.6272
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,439.8,4,0.0,145.134
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,3.96,2,0.0,0.0792
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Binders,4.784,1,0.2,1.5548
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Paper,4.73,1,0.0,2.3177
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,5.96,2,0.0,1.6688
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,487.984,2,0.2,152.495
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,5.56,1,0.2,1.7375
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,217.85,5,0.0,65.355
Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Chairs,681.408,12,0.2,42.588
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,3.52,2,0.0,1.0208
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,5.58,1,0.0,1.395
Second Class,Home Office,United States,San Francisco,California,94109,West,Technology,Accessories,36.32,1,0.0,10.896
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,69.52,2,0.0,19.4656
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,763.44,8,0.0,45.8064
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,487.984,2,0.2,152.495
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,47.3,2,0.0,12.298
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,4.13,1,0.0,1.1564
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,155.12,5,0.2,50.414
Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,6.48,1,0.0,3.1752
Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Supplies,15.52,4,0.0,4.5008
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,44.46,2,0.0,14.6718
Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Art,9.84,3,0.0,3.2472
First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,510.24,3,0.2,6.378
First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.95,5,0.0,100.4255
Second Class,Corporate,United States,Inglewood,California,90301,West,Furniture,Furnishings,198.46,2,0.0,99.23
Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Appliances,321.92,4,0.0,96.576
Second Class,Corporate,United States,Inglewood,California,90301,West,Technology,Copiers,879.984,2,0.2,329.994
