Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,221.92,4,0.0,106.5216
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7
Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,209.67,1,0.4,-13.978
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,19.65,3,0.0,9.039
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.82,3,0.0,73.41
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,149.544,9,0.2,50.4711
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,17.14,2,0.0,4.4564
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Tables,991.764,3,0.4,-347.1174
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,84.95,5,0.0,22.087
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,14.16,2,0.2,5.133
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,85.232,7,0.2,30.8966
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,44.4,3,0.0,22.2
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,442.764,4,0.1,59.0352
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Machines,3999.95,5,0.0,1159.9855
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,199.95,5,0.0,21.9945
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,63.68,8,0.0,28.0192
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,16.52,4,0.0,7.5992
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,27.42,1,0.0,11.2422
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,330.588,1,0.4,-115.7058
Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,166.24,1,0.0,24.936
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.984,1,0.2,2.3571
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,4.95,1,0.0,1.3365
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,13.52,4,0.0,6.2192
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,259.7,5,0.0,106.477
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,42.95,1,0.0,1.2885
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,1399.93,7,0.0,601.9699
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,503.96,4,0.0,125.99
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,390.75,5,0.0,171.93
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,79.872,3,0.2,29.952
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,46.384,1,0.2,1.1596
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.2208
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,45.92,4,0.0,22.5008
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1579.746,7,0.4,-447.5947
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1071.576,4,0.4,-553.6476
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,613.908,3,0.4,-122.7816
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,34.86,7,0.0,16.3842
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,155.04,4,0.0,75.9696
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0.0,20.5114
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0.0,97.1946
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,113.92,4,0.0,42.1504
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,37.6,2,0.0,2.256
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,59.9,2,0.0,23.96
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,37.0,5,0.0,16.65
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,366.786,7,0.1,65.2064
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.75,5,0.0,9.0
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,119.7,6,0.0,31.122
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,9.144,3,0.2,3.0861
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,57.06,3,0.0,18.2592
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,71.6,8,0.0,13.604
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,107.44,8,0.0,27.9344
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,7.31,1,0.0,3.4357
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,59.1,6,0.0,22.458
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,46.53,3,0.0,12.0978
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,83.92,5,0.2,29.372
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,14.624,2,0.2,5.1184
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,136.99,1,0.0,36.9873
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,3.15,1,0.0,1.512
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,5.46,3,0.0,1.4742
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,23.92,4,0.0,10.764
Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,4548.81,7,0.0,1228.1787
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,50.0,2,0.0,12.0
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,15.02,1,0.0,2.7036
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,33.82,2,0.0,9.1314
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,478.08,8,0.0,133.8624
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,248.57,7,0.0,67.1139
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,22.23,1,0.0,9.7812
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,121.94,2,0.0,35.3626
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,122.71,7,0.0,36.813
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.94,3,0.0,7.0218
Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,1349.85,3,0.0,364.4595
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,136.784,1,0.2,5.1294
Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,61.12,4,0.0,20.7808
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,11199.968,4,0.2,3919.9888
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,2399.6,8,0.0,647.892
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,63.9,5,0.0,28.755
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,52.99,1,0.0,0.5299
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.04,4,0.0,9.3296
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.128,3,0.2,4.2666
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,64.14,3,0.0,16.6764
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,858.24,4,0.1,143.04
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,1979.89,11,0.0,494.9725
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,79.96,2,0.0,35.982
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,132.6,6,0.0,17.238
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,60.12,9,0.0,22.2444
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,129.98,2,0.0,62.3904
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,377.97,3,0.0,109.6113
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,239.97,3,0.0,71.991
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,59.2,4,0.0,29.6
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0.0,31.2858
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0.0,6.8908
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0.0,6.9088
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3,0.0,2.9547
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0.0,5.6644
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0.0,11.88
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11,0.0,29.0136
Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3,0.0,10.0464
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5,0.0,20.853
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.984,2,0.2,59.998
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.6,4,0.0,6.048
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0.0,19.458
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35.0,4,0.0,10.5
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.552,3,0.2,14.3376
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0.0,8.955
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1,0.0,4.9497
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,39.99,1,0.0,11.5971
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.646,3,0.1,31.941
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,61.44,3,0.0,16.5888
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4,0.2,10.43
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,207.48,1,0.0,62.244
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,904.9,5,0.0,253.372
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,344.22,2,0.4,-103.266
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,52.272,11,0.2,17.6418
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,17.94,3,0.0,8.073
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.928,1,0.2,1.3257
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,10.776,3,0.2,3.5022
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,242.352,3,0.2,9.0882
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,25.68,6,0.0,11.556
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864
First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,13.28,2,0.0,6.3744
First Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Binders,12.672,3,0.2,4.4352
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,206.43,3,0.0,90.8292
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,284.364,2,0.4,-75.8304
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.0726
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.1908
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,254.9,5,0.0,68.823
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,65.99,1,0.0,17.1574
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.0859
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,931.176,3,0.2,314.2719
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,430.88,2,0.0,124.9552
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,375.34,1,0.0,18.767
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3,0.2,15.9516
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,271.764,2,0.1,60.392
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,108.92,14,0.0,49.014
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3,0.0,8.37
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,2504.74,7,0.0,626.185
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,70.88,2,0.0,33.3136
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,900.08,4,0.0,117.0104
Same Day,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,40.74,3,0.0,0.4074
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,11.68,2,0.0,5.4896
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,104.8,10,0.0,26.2
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,465.18,3,0.0,120.9468
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,29.34,3,0.0,13.4964
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,139.44,3,0.2,47.061
Second Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Accessories,163.96,4,0.0,70.5028
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,37.93,1,0.0,6.8274
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,26.38,1,0.0,12.1348
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,71.97,3,0.0,16.5531
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.52,4,0.0,7.5992
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,60.12,9,0.0,28.8576
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,49.536,3,0.2,17.3376
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,37.94,2,0.0,18.2112
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,29.79,3,0.0,12.5118
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,12.816,3,0.2,4.3254
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,314.352,3,0.2,-15.7176
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0.0,8.9206
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,18.24,6,0.2,6.156
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0.0,257.712
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,879.984,2,0.2,329.994
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,12.96,9,0.2,4.536
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,40.176,3,0.2,14.5638
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,10.896,3,0.2,3.9498
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,9.82,2,0.0,3.2406
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0.0,6.2608
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.048,1,0.2,1.0287
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Supplies,835.17,7,0.0,16.7034
Second Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Binders,17.248,2,0.2,6.0368
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,88.04,4,0.0,22.8904
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,13.48,2,0.0,6.74
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,29.8,5,0.2,9.3125
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,414.0,8,0.0,124.2
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,41.328,7,0.2,14.9814
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,53.316,2,0.4,-19.5492
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,56.52,3,0.0,15.8256
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,80.88,3,0.0,39.6312
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,599.9,10,0.0,191.968
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,276.69,3,0.0,49.8042
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,172.764,2,0.1,32.6332
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,14.352,3,0.2,4.6644
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0.0,0.2792
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,27.414,3,0.4,-14.1639
Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,35.91,3,0.0,9.6957
Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,322.59,3,0.0,64.518
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,539.97,3,0.0,134.9925
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,319.96,4,0.0,115.1856
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,17.04,3,0.0,7.668
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3,0.0,10.3473
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0.0,10.3071
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0.0,3.4357
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,799.984,2,0.2,249.995
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0.0,18.9888
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0.0,84.9436
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0.0,29.2716
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0.0,23.99
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0.0,5.2256
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,69.264,2,0.1,14.6224
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,16.78,2,0.0,4.195
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,42.93,9,0.0,19.3185
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Chairs,631.782,2,0.1,140.396
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Furnishings,60.72,3,0.0,26.1096
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,46.76,7,0.0,22.4448
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,183.968,2,0.2,-25.2956
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1259.97,3,0.0,327.5922
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,68.97,3,0.0,19.3116
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,21.24,3,0.0,8.0712
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.65,3,0.0,9.039
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,617.97,3,0.0,160.6722
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,59.7,3,0.0,26.865
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,16.38,9,0.0,7.371
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,167.96,2,0.0,78.9412
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,321.568,2,0.2,-16.0784
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,24.9,5,0.0,11.703
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,34.86,7,0.0,16.0356
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,89.34,6,0.0,24.1218
Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,269.98,2,0.0,67.495
Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,99.9,5,0.0,47.952
Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,39.08,4,0.0,14.4596
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,408.006,2,0.1,72.5344
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,40.44,3,0.0,10.5144
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,45.36,7,0.0,21.7728
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,1117.92,4,0.0,55.896
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,658.746,3,0.1,146.388
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,783.96,4,0.0,219.5088
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478
